Description,Followers_count,Following_count,HCP_flag
I want to see you smile ツ Wpp 3515212744 I love you best friend Agus Ceballos,528,425,0
Clinical research professional CRO Nationalist Sports enthusiast Vegetarian Music lover Links RTs aren t endorsements Opinions are my own,119,178,1
my parents gave me the name of a superhero so they wouldn't hit me at school I took good hosts,803,541,0
Fmr Canadian MP Physician Executive Director Consortium of Universities for Global Health cughnews Health Foreign Affairs Conservationist Tweets mine,5454,3951,1
This sketch will take me a lifetime,1315,1140,0
Jose Millan Astray and Terreros,181,63,0
Let s get high and laugh together https t co fDPxsOxlYs,783,770,0
Director CDC Office of Public Health Genomics Translating advances in genomics into population health benefits,4941,332,1
We are Promega life scientists sharing technical tips science news articles and blog posts See us on YouTube https t co w7BG2Mtgt9,4529,162,0
http t co yjAYZ9oEYM is a recognized Parenting resource for Fathers Mothers ExtendedFamily Members Educators other Family Service Providers,14250,8931,0
Pathologist Assistant Professor Dermatopathology Hematopathology,506,311,1
,62,60,0
Radiation Oncologist Health Care Consultant Oncology Radiation Oncology TumorTherapy radonc cancer ProstateCancer Yankees GoBlue,132,167,1
Founder of The Live4Life foundation Designer emma me jewelry awareness treatment cure for Melanoma http t co sBPEm3nF4t,187,379,0
woman of many words enthusiastic lover let me take what life wants to show me,213,742,0
wife mum attorney at law cancer survivor cancer patient advocate all that in one wonderful life,351,403,0
Malagueña 17 Music Books Nefilim K poper L4M Duchess Emma Cedonia Nya A 7 3 15 VIXX Starlight KLHNR Keobin 240512,568,846,0
You decorated my life by painting your love all over my heart created a world were dreams are apart,374,246,0
Radiation Oncologist wife mum reader traveller Views are my own,46,75,1
Pediatric Oncologist Immunologist Hematopoetic Cell Transplantation Innovative Cellular Therapies Architecture Photography Traveling Africa Asia,215,147,1
Fan of River Plate Athletic Club,400,404,0
Gastroenterologist practicing in Long Island NY I share my thoughts and interesting cases at http t co teodIrOlXB,48,92,1
Let s talk about health and call that fashion so that we can have fun,8950,8122,0
I have the world in the palm and I mix it Love Leitmotiv,616,527,0
Learning and facing mistakes is the only way we have the only thing that we really are everything we live day after day,39,923,0
I am a physician and scientist working to develop new medications for gastrointestinal malignancies and particularly pancreatic cancer,121,330,1
Urologist JuisteBalans prostate bladdercancer proctor robotic surgery Webmaster ERUS Running Compassion4care,2091,1614,1
Aspiring scientist Grad student Teacher Financial Adviser Foodie Wanderlust Renewed Random Human Semi passive Instagram theskyisbluish,509,1365,1
Sometimes I write amusing things Often I don t,324,581,0
IT guru idea man with amazing wife and family,101,138,0
Life biz philanthropy travel a little fun SocialGood SocialTV Oscars VFSC Access SmGirlfriends TeamMarie ASMSG1,2732,3006,0
Epidemiologist MD PhD Scientist http t co tsOng3W2o1 Assoc Prof Public Health http t co 0k5bTjepzt President SEE http t co yYnUw3tASn RCDE,1058,385,1
Social marketer wife mom NPR junkie fashion fanatic and wanna be gardener,277,255,0
"Cordobesista and culé until the core football lover, carnival and rock music",242,328,0
female MD mad sport music freak Fav tennis cycling alpine rugby golf medical politics Martin Kaymer Rafa Nadal Chihayafuru Secret Society Hawk's Claw instagram https t co 0VNANdCfon,825,868,0
HIT datamonger cancer rehab researcher right of the dial fashionista road warrior I m really just a nerd all dressed up Musings are my own,1872,316,1
Assistant Professor Gynecologic Oncology Reproductive Medicine Breast Ovarian Cancers Moon Shot UT MD Anderson Cancer Center Tweets are my own,33,109,1
I love all sports but golf snore I m an action movie junkie hate chick flicks,7481,7994,0
Hematology Oncology fellow at the University of Washington Bacon lover bocce ball expert love my Red Sox and Liverpool FC Views are my own,15,156,1
Television Technician Fan of fishing and football Madridista until death,116,94,0
Seahawks Bears Red Wine preferred Fundamentals but trade bio s Golf when I can find the ball,119,74,0
I who is not easy,65,222,0
Newspaper reporter editor before getting leiomyosarcoma Longtime patient advocate Formerly tweeted SarcomaAlliance,106,136,0
,165,159,0
Co Founder CEO of OncoSec Immuno Oncology Education Founder CancerPositive Co Founder yellcanada Father Triathlete http t co hHxDZ2kU9L,2041,657,1
Specialist in Geriatrics with Palliative Care Training,226,248,1
Ex senior news editor for http t co fXyIwkIJPN now freelance Interested in pharma health MUFC and old guys who can t sing Dylan Cohen,941,720,0
Endlessly showcasing anatomy in art design pop culture Founded by Vanessa Ruiz Senior Visual UI Designer and trained medical illustrator,2808,645,0
Geriatric Oncology Fellow Music Connoisseur Scuba Aficionado,83,157,1
"Library for Medicine and Health Visit us at the Knowledge Center St Olavs On Twitter, we tip about news and useful professional resources in medicine and health",2047,2068,0
Scientist at Roswell Park Cancer Institute,15,29,1
S E T Service Experience Trust T rust E xperience A chieve L ead F orward I nitiate N eed S uccess NJ Notary Public http t co a6ZQZmw9v3,759,1669,0
Live every second of your life facing the challenges unexpectedly live without looking back VerdeyBlack,557,535,0
Chief Executive Myeloma UK The only cancer organisation in the UK dealing exclusively with myeloma,415,303,1
Intraday scalp trader Small gains add up huge Always do your own DD and have your OWN plan member of IU chatroom,34,50,0
Working towards my goals one step at a time,109,94,0
Age 26 Work Observational study Clinical trial PhaseIV Interest Darts Baseball MOOC RNA biology Statistics GUILD PRIME,32,101,1
Scientific communication and dissemination association Own contents and collaborations with Agencia_sinc El_pais and Milenioheraldo among others,1959,436,0
Oncological Gynecology Minimally Invasive Surgery Treatment of gynecological cancer and breast cancer,135,326,1
CCEHO clinical knowledge and hemato_oncological experience,21,29,0
Mom Grandma Professional Writer Editor and Amateur Gardener Fascinated with new medical technology,156,518,0
What is the matter?,175,126,0
True humanitarian who is outspoken and working to make the world a better place then when I found it,1128,1972,0
,40,212,0
Avid Red Sox and Boston Bruins fan Melanoma Warrior Stage 2c Advocate for being sun smart,115,168,0
Political member of AlianzaPaisRD Worker Fanatic Insurance and Risk Advisor Excel Analyst SanCarleño Ajedrecista y Scout Where are you,1177,599,0
Oncology PA interested in stem cell transplant heme malignancies workforce advocacy collaboration economics of cancer education All Tweets are my own,302,260,1
Defying the Computer Science stereotype since 1989 Computer Programmer Pretend PT and Nutritionist,329,1124,1
She lives for the written word and people come second or possibly third,7,143,0
,423,80,0
20 years 16 03 1995 youtube channel http t co I6xFLFQI22,68,129,0
Barra Brava DC United Nottingham Forest Single Dad Hip Hop Head Fighting beating Leukemia Trying to remember where I parked my car,1145,1024,0
Certified Professional Organizer besotted Auntie blogger Organized Auntie on http t co I0xzw0uXv8 dark chocolate and cupcake lover,5436,3107,0
Follow me Instagram macarenaaglz Snapchat macarenaaglz,101,159,0
,512,495,0
An admirer of art science and sarcasm,22,66,0
TeamSelfMade TeamLeo TeamSelfish TeamSpoil TeamDaddyGirl TeamDancer TeamSissy TeamRondo TeamCeltics TeamMe,1,86,0
Cycling forever And jazz Atheist Scottish Presbyterian views All typos due to presbyopia,645,875,0
PhD Candidate in cancerbiology genetics chemoprevention Survivor of coloncancer at 22 living w LynchSyndrome DNArepair hereditarycancer BigDreams,1394,1950,1
25 Hoosier Taurus Fashion Fan of colts Pacers kennychesney DaleJr Addict of GH GoT TY ryanpaevey zjgarred,1017,2001,0
The Droid You re Looking For IG Katt_Noir,70,125,0
,737,970,0
Johns Hopkins internist epidemiologist bioethicist Author Talking to Your Doctor Secret identity Yiddish poet All views are someone else s RT hey why not,2455,667,1
DO NOT spend time because every day brings me closer to the wake of this trip so beautiful that life is as I know it,4,27,0
Chief Geriatrics Pall Med UChicago Geriatric Oncology Health Policy Blog http t co axykWdAh4L Independent views,2096,749,1
Managing Editor Forbes Plate spinner Fatherhood enthusiast,3679,598,0
,5933,6321,0
,656,170,0
Wife Mom Sister Friend Catholic Educator former admin biology APBiology edtech catholicedchat achs StCharlesSeminary adjunct lupus warrior,529,534,0
Bama fan by day day trader by night Yes i get the irony forex,4359,2509,0
the only thing stoping me is myself A I P J U M P,546,819,0
LIAI UCSD Research Fellow Opinions reflected here are solely mine and no investment advice is intended,274,137,1
,125,143,1
Husband father grandfather I love women their intelligence their strength their courage their loving hearts and their beauty Politically progressive,2155,2329,0
"A novelist published a novel of Ghatra, Shammag and leper.",305,466,0
Scottish Edin Uni grad now mother of 2 minions Interested in reading criminology sociology psychology and politics ivotedyes,1241,1830,0
,1374,1224,0
Highest ranking member of the Tetragrammaton ф CLERIC Aleph Talon Bushido Aikedo Acrema Murjani Adam Aztec Cyrax Urai Sapien Claudius Drusus N,587,2007,0
Manufacturing Careers Inc Focused on connecting manufacturing careers with young adults,775,697,0
Princess of Canada no paperwork,119,1002,0
Simpsonadicta We can't change the cards that are dealt to us but we can play our hand RM and nothing else Always Believe,43,183,0
,254,237,0
Hematologist oncologist in an independent private practice since 2004 Promising anti cancer drugs and strategies,478,247,1
Genetics counselor NBS genetic genetic disorders CF newborn screening Tay Sachs Gaucher DNA genomics,362,292,1
With the firm desire to see my fair home free and sovereign,1330,1391,0
Oncologist educator researcher cancer survivor history buff husband Dad,661,521,1
Promoter Bodega La Rural Rutini Wines Futura Médica UNC,426,743,0
I m a doc lifting up ways to change our unhealthy food system from plow to plate Help lead the change join NRDC s Good Food Team,2034,1422,1
Entrepreneur Stock Exchange Trading Project Manager mediaventilo former LagardereFamily CoP Blogger http t co sSDzK8QYl3 University Teacher,1954,285,0
Goldsmith by sevillista profession of heart and runner by hobby I am my rival to surpass my goal 37 in 10km 1h21 in 1 2 and 2h58 in marathon SEVILLA,197,247,0
,23,167,0
A lot of health a little law and spray bretons The comments in my tweets are binding only me,340,1097,0
Evil organizer Certified internet buff Avid zombie geek Web junkie Devoted alcoholaholic,132,1334,0
Molecular biologist interested in clinicalresearch and pharma My greatest passions are socialmedia books travels and pilates,67,125,1
When it was discovered that information was a business the truth ceased to be important,349,368,0
